word,label
great,1
desert,1
book,1
large,1
table,1
river,1
table,1
banana,1
phone,1
great,1
pen,1
book,1
plant,1
thing,1
quick,1
learn,1
berry,1
young,1
other,1
clean,1
which,1
spoon,1
large,1
about,1
paper,1
angry,1
river,1
again,1
point,1
glass,1
spoon,1
where,1
light,1
chair,1
happy,1
glass,1
three,1
study,1
small,1
valley,1
grape,1
berry,1
angry,1
cloud,1
chair,1
spoon,1
quick,1
again,1
banana,1
tired,1
could,1
about,1
apple,1
melon,1
world,1
cloud,1
sad,1
berry,1
about,1
phone,1
there,1
write,1
stone,1
winter,1
pen,1
could,1
grape,1
cloud,1
could,1
happy,1
learn,1
forest,1
valley,1
banana,1
learn,1
sad,1
tired,1
three,1
first,1
pen,1
there,1
which,1
forest,1
forest,1
stone,1
orange,1
think,1
could,1
valley,1
about,1
world,1
river,1
banana,1
below,1
berry,1
quick,1
learn,1
other,1
phone,1
water,1
valley,1
berry,1
their,1
desert,1
small,1
large,1
light,1
great,1
there,1
paper,1
clean,1
angry,1
write,1
smart,1
table,1
apple,1
mountain,1
berry,1
mouse,1
melon,1
happy,1
funny,1
banana,1
where,1
every,1
write,1
where,1
small,1
clean,1
grape,1
right,1
think,1
below,1
right,1
quick,1
plant,1
river,1
these,1
funny,1
their,1
happy,1
there,1
learn,1
river,1
summer,1
river,1
there,1
valley,1
chair,1
summer,1
world,1
great,1
ocean,1
ocean,1
could,1
valley,1
mouse,1
these,1
chair,1
banana,1
their,1
their,1
book,1
after,1
there,1
below,1
three,1
small,1
quick,1
sound,1
book,1
below,1
book,1
banana,1
large,1
tired,1
every,1
chair,1
tired,1
study,1
other,1
table,1
learn,1
happy,1
forest,1
plant,1
could,1
clean,1
first,1
glass,1
young,1
study,1
grape,1
brave,1
river,1
valley,1
spring,1
there,1
melon,1
below,1
learn,1
again,1
forest,1
think,1
thing,1
where,1
small,1
which,1
quick,1
funny,1
spoon,1
cloud,1
winter,1
desert,1
other,1
house,1
mountain,1
about,1
every,1
chair,1
happy,1
could,1
tired,1
first,1
banana,1
orange,1
world,1
first,1
phone,1
table,1
phone,1
smart,1
there,1
place,1
orange,1
ocean,1
valley,1
winter,1
spring,1
water,1
cloud,1
where,1
clean,1
desert,1
light,1
thing,1
mouse,1
sound,1
there,1
river,1
phone,1
small,1
phone,1
study,1
again,1
stone,1
grape,1
banana,1
again,1
their,1
write,1
apple,1
grape,1
three,1
point,1
after,1
again,1
spoon,1
valley,1
forest,1
spring,1
place,1
world,1
winter,1
below,1
again,1
grape,1
winter,1
book,1
where,1
banana,1
banana,1
think,1
study,1
study,1
water,1
smart,1
point,1
write,1
right,1
orange,1
small,1
happy,1
tired,1
spring,1
stone,1
quick,1
book,1
glass,1
about,1
place,1
never,1
thing,1
stone,1
glass,1
study,1
every,1
water,1
great,1
pen,1
forest,1
light,1
valley,1
stone,1
there,1
could,1
think,1
mouse,1
world,1
funny,1
think,1
phone,1
three,1
these,1
house,1
place,1
water,1
house,1
right,1
river,1
book,1
after,1
which,1
below,1
sad,1
learn,1
sad,1
world,1
table,1
desert,1
tired,1
melon,1
spoon,1
after,1
spring,1
below,1
house,1
spoon,1
small,1
berry,1
spring,1
chair,1
would,1
spoon,1
berry,1
sad,1
phone,1
thing,1
right,1
happy,1
book,1
sad,1
funny,1
stone,1
happy,1
great,1
banana,1
river,1
right,1
again,1
three,1
where,1
large,1
sad,1
first,1
right,1
spoon,1
tired,1
book,1
young,1
book,1
sad,1
house,1
young,1
clean,1
young,1
summer,1
house,1
table,1
chair,1
brave,1
water,1
where,1
cloud,1
glass,1
grape,1
think,1
pen,1
spring,1
great,1
desert,1
angry,1
world,1
mouse,1
plant,1
forest,1
book,1
three,1
again,1
could,1
could,1
banana,1
angry,1
desert,1
phone,1
book,1
every,1
three,1
there,1
river,1
grape,1
house,1
river,1
angry,1
large,1
thing,1
glass,1
thing,1
phone,1
their,1
sad,1
grape,1
clean,1
house,1
spoon,1
summer,1
sad,1
first,1
stone,1
sad,1
after,1
would,1
about,1
mountain,1
ocean,1
write,1
stone,1
three,1
never,1
great,1
apple,1
these,1
winter,1
sad,1
again,1
clean,1
again,1
quick,1
banana,1
sound,1
glass,1
study,1
young,1
think,1
banana,1
brave,1
glass,1
these,1
glass,1
young,1
write,1
world,1
three,1
other,1
mouse,1
light,1
sad,1
stone,1
spoon,1
apple,1
chair,1
happy,1
orange,1
winter,1
about,1
mouse,1
thing,1
clean,1
clean,1
book,1
stone,1
learn,1
stone,1
think,1
river,1
study,1
plant,1
there,1
sound,1
which,1
again,1
melon,1
again,1
think,1
clean,1
funny,1
clean,1
paper,1
where,1
think,1
house,1
phone,1
sad,1
stone,1
house,1
mouse,1
angry,1
great,1
water,1
place,1
banana,1
which,1
table,1
paper,1
place,1
never,1
where,1
berry,1
melon,1
spring,1
valley,1
quick,1
could,1
spoon,1
quick,1
cloud,1
clean,1
chair,1
first,1
stone,1
pen,1
other,1
light,1
small,1
think,1
sound,1
point,1
winter,1
there,1
these,1
desert,1
pen,1
would,1
banana,1
cloud,1
point,1
again,1
mountain,1
world,1
their,1
young,1
valley,1
great,1
which,1
other,1
pen,1
first,1
there,1
banana,1
place,1
ocean,1
desert,1
could,1
where,1
orange,1
below,1
could,1
these,1
thing,1
apple,1
could,1
below,1
mouse,1
forest,1
clean,1
think,1
right,1
about,1
table,1
book,1
below,1
after,1
water,1
house,1
place,1
valley,1
book,1
mouse,1
melon,1
great,1
place,1
never,1
clean,1
sad,1
angry,1
place,1
there,1
mountain,1
point,1
world,1
chair,1
about,1
there,1
book,1
below,1
cloud,1
spoon,1
sound,1
ocean,1
spoon,1
again,1
every,1
quick,1
point,1
point,1
winter,1
valley,1
write,1
house,1
these,1
banana,1
never,1
phone,1
would,1
right,1
valley,1
young,1
where,1
right,1
berry,1
angry,1
sound,1
place,1
study,1
plant,1
could,1
world,1
valley,1
could,1
stone,1
right,1
glass,1
sound,1
three,1
first,1
first,1
angry,1
never,1
world,1
pen,1
about,1
brave,1
think,1
clean,1
desert,1
spoon,1
three,1
angry,1
mountain,1
sound,1
paper,1
there,1
river,1
thing,1
place,1
plant,1
desert,1
first,1
water,1
these,1
there,1
mouse,1
after,1
glass,1
berry,1
after,1
learn,1
quick,1
desert,1
every,1
mountain,1
learn,1
pen,1
table,1
funny,1
apple,1
about,1
large,1
smart,1
clean,1
three,1
river,1
brave,1
where,1
large,1
paper,1
first,1
orange,1
summer,1
grape,1
glass,1
never,1
smart,1
phone,1
house,1
pen,1
sad,1
orange,1
would,1
would,1
orange,1
think,1
winter,1
small,1
berry,1
house,1
summer,1
thing,1
smart,1
think,1
winter,1
right,1
would,1
summer,1
desert,1
their,1
three,1
paper,1
after,1
spring,1
again,1
young,1
three,1
light,1
never,1
again,1
study,1
three,1
below,1
book,1
pen,1
world,1
other,1
glass,1
young,1
sound,1
water,1
river,1
glass,1
sad,1
again,1
three,1
summer,1
plant,1
could,1
phone,1
could,1
first,1
brave,1
cloud,1
these,1
chair,1
quick,1
which,1
their,1
house,1
mouse,1
place,1
mouse,1
banana,1
other,1
phone,1
world,1
their,1
thing,1
grape,1
grape,1
berry,1
berry,1
stone,1
point,1
there,1
apple,1
desert,1
paper,1
cloud,1
mountain,1
never,1
pen,1
sound,1
glass,1
these,1
think,1
never,1
thing,1
angry,1
great,1
house,1
these,1
house,1
young,1
happy,1
apple,1
ocean,1
point,1
spoon,1
plant,1
thing,1
banana,1
small,1
mouse,1
glass,1
young,1
grape,1
never,1
banana,1
three,1
pen,1
small,1
large,1
sound,1
about,1
learn,1
young,1
small,1
forest,1
sound,1
funny,1
first,1
melon,1
berry,1
great,1
tired,1
pen,1
smart,1
pen,1
brave,1
study,1
grape,1
light,1
three,1
smart,1
large,1
cloud,1
sound,1
spoon,1
think,1
valley,1
grape,1
sad,1
orange,1
mountain,1
smart,1
banana,1
three,1
desert,1
funny,1
paper,1
spoon,1
book,1
world,1
paper,1
quick,1
glass,1
house,1
could,1
small,1
would,1
place,1
glass,1
three,1
glass,1
these,1
three,1
could,1
right,1
smart,1
these,1
would,1
melon,1
chair,1
chair,1
there,1
smart,1
other,1
ocean,1
melon,1
banana,1
sound,1
brave,1
smart,1
paper,1
spoon,1
place,1
paper,1
about,1
melon,1
table,1
could,1
orange,1
these,1
brave,1
grape,1
clean,1
smart,1
table,1
other,1
learn,1
house,1
right,1
three,1
mountain,1
place,1
brave,1
glass,1
orange,1
place,1
study,1
forest,1
ocean,1
there,1
chair,1
three,1
light,1
house,1
berry,1
sad,1
desert,1
berry,1
small,1
again,1
happy,1
funny,1
tired,1
quick,1
angry,1
house,1
banana,1
these,1
table,1
study,1
apple,1
ocean,1
sad,1
plant,1
winter,1
first,1
banana,1
point,1
thing,1
large,1
happy,1
pen,1
orange,1
orange,1
stone,1
grape,1
world,1
point,1
tired,1
stone,1
tired,1
place,1
where,1
forest,1
their,1
study,1
angry,1
every,1
write,1
angry,1
thing,1
there,1
phone,1
every,1
clean,1
which,1
brave,1
glass,1
cloud,1
spoon,1
never,1
apple,1
paper,1
winter,1
summer,1
right,1
river,1
think,1
clean,1
point,1
world,1
chair,1
there,1
spoon,1
other,1
funny,1
valley,1
river,1
study,1
world,1
smart,1
grape,1
where,1
never,1
large,1
clean,1
desert,1
river,1
study,1
berry,1
brave,1
after,1
valley,1
would,1
grape,1
tired,1
world,1
apple,1
large,1
these,1
apple,1
book,1
great,1
their,1
these,1
ocean,1
other,1
below,1
funny,1
other,1
book,1
first,1
right,1
angry,1
forest,1
apple,1
mountain,1
house,1
great,1
valley,1
sad,1
every,1
glass,1
after,1
pen,1
chair,1
study,1
these,1
study,1
funny,1
valley,1
book,1
there,1
quick,1
winter,1
clean,1
point,1
small,1
think,1
table,1
melon,1
table,1
great,1
mountain,1
small,1
grape,1
book,1
learn,1
could,1
three,1
house,1
mountain,1
spring,1
table,1
thing,1
summer,1
angry,1
clean,1
river,1
clean,1
point,1
phone,1
sound,1
river,1
place,1
valley,1
stone,1
clean,1
sound,1
after,1
about,1
where,1
there,1
again,1
their,1
ocean,1
summer,1
point,1
world,1
smart,1
water,1
think,1
chair,1
tired,1
pen,1
mountain,1
orange,1
water,1
great,1
banana,1
phone,1
desert,1
mouse,1
clean,1
glass,1
funny,1
paper,1
table,1
there,1
pen,1
would,1
write,1
tired,1
banana,1
would,1
water,1
smart,1
paper,1
banana,1
book,1
again,1
melon,1
study,1
after,1
these,1
house,1
happy,1
clean,1
quick,1
their,1
large,1
water,1
tired,1
three,1
light,1
these,1
funny,1
every,1
banana,1
summer,1
river,1
write,1
young,1
river,1
these,1
house,1
sad,1
water,1
berry,1
these,1
table,1
quick,1
happy,1
smart,1
small,1
think,1
sad,1
place,1
after,1
great,1
valley,1
young,1
world,1
spoon,1
point,1
orange,1
learn,1
valley,1
small,1
glass,1
first,1
light,1
these,1
melon,1
clean,1
first,1
water,1
water,1
tired,1
desert,1
sound,1
banana,1
brave,1
spring,1
paper,1
point,1
about,1
valley,1
never,1
water,1
ocean,1
summer,1
quick,1
berry,1
grape,1
would,1
study,1
winter,1
river,1
right,1
large,1
paper,1
place,1
desert,1
winter,1
ocean,1
three,1
valley,1
phone,1
tired,1
never,1
ocean,1
river,1
quick,1
berry,1
great,1
spoon,1
summer,1
water,1
table,1
happy,1
again,1
these,1
valley,1
sad,1
point,1
think,1
right,1
valley,1
winter,1
where,1
berry,1
where,1
spoon,1
about,1
there,1
after,1
quick,1
their,1
place,1
cloud,1
three,1
funny,1
chair,1
table,1
brave,1
glass,1
quick,1
world,1
plant,1
plant,1
again,1
desert,1
these,1
phone,1
other,1
mountain,1
light,1
clean,1
three,1
about,1
table,1
large,1
tired,1
angry,1
small,1
water,1
about,1
cloud,1
other,1
these,1
these,1
light,1
summer,1
spoon,1
never,1
river,1
about,1
phone,1
river,1
sound,1
valley,1
sound,1
sad,1
learn,1
place,1
these,1
happy,1
berry,1
brave,1
sound,1
again,1
below,1
below,1
banana,1
world,1
these,1
banana,1
write,1
funny,1
sad,1
think,1
table,1
about,1
would,1
write,1
berry,1
first,1
grape,1
three,1
water,1
where,1
mouse,1
winter,1
plant,1
water,1
great,1
banana,1
banana,1
spring,1
sound,1
summer,1
where,1
paper,1
plant,1
chair,1
chair,1
ocean,1
phone,1
spring,1
first,1
quick,1
ocean,1
right,1
cloud,1
which,1
spoon,1
water,1
which,1
summer,1
thing,1
water,1
book,1
there,1
paper,1
melon,1
mountain,1
their,1
thing,1
every,1
below,1
desert,1
great,1
phone,1
funny,1
banana,1
plant,1
river,1
ocean,1
pen,1
river,1
young,1
quick,1
winter,1
paper,1
river,1
forest,1
plant,1
grape,1
spoon,1
learn,1
place,1
young,1
every,1
chair,1
which,1
study,1
every,1
never,1
ocean,1
learn,1
sad,1
orange,1
which,1
ocean,1
desert,1
after,1
river,1
apple,1
small,1
thing,1
phone,1
again,1
banana,1
winter,1
never,1
sound,1
book,1
paper,1
three,1
spoon,1
where,1
stone,1
glass,1
cloud,1
cloud,1
small,1
glass,1
mountain,1
berry,1
learn,1
these,1
quick,1
spoon,1
table,1
mouse,1
after,1
apple,1
quick,1
table,1
would,1
there,1
large,1
ocean,1
summer,1
happy,1
could,1
funny,1
their,1
valley,1
place,1
glass,1
first,1
funny,1
point,1
happy,1
there,1
orange,1
grape,1
light,1
house,1
pen,1
mountain,1
house,1
happy,1
three,1
below,1
small,1
other,1
forest,1
desert,1
learn,1
large,1
stone,1
ocean,1
book,1
large,1
never,1
summer,1
happy,1
sad,1
young,1
smart,1
phone,1
place,1
tired,1
sad,1
young,1
smart,1
phone,1
happy,1
desert,1
again,1
clean,1
plant,1
every,1
apple,1
never,1
sound,1
again,1
below,1
valley,1
funny,1
glass,1
large,1
mountain,1
paper,1
water,1
phone,1
again,1
brave,1
light,1
melon,1
summer,1
house,1
orange,1
ocean,1
house,1
below,1
angry,1
chair,1
point,1
where,1
funny,1
three,1
desert,1
place,1
sound,1
pen,1
cloud,1
great,1
mountain,1
would,1
light,1
great,1
orange,1
orange,1
banana,1
grape,1
phone,1
their,1
chair,1
orange,1
there,1
after,1
berry,1
great,1
never,1
phone,1
sound,1
summer,1
smart,1
glass,1
phone,1
point,1
berry,1
after,1
could,1
point,1
three,1
there,1
desert,1
desert,1
spring,1
smart,1
light,1
below,1
happy,1
happy,1
smart,1
their,1
write,1
river,1
angry,1
large,1
water,1
apple,1
clean,1
write,1
river,1
paper,1
there,1
light,1
grape,1
desert,1
thing,1
desert,1
brave,1
stone,1
quick,1
berry,1
learn,1
pen,1
write,1
young,1
would,1
first,1
every,1
young,1
stone,1
never,1
funny,1
think,1
phone,1
small,1
these,1
happy,1
thing,1
these,1
summer,1
forest,1
after,1
ocean,1
grape,1
these,1
point,1
melon,1
where,1
cloud,1
about,1
grape,1
apple,1
cloud,1
quick,1
valley,1
small,1
angry,1
table,1
happy,1
apple,1
quick,1
ocean,1
right,1
every,1
pen,1
melon,1
house,1
below,1
three,1
write,1
light,1
plant,1
young,1
sad,1
angry,1
there,1
thing,1
think,1
grape,1
river,1
great,1
grape,1
paper,1
great,1
winter,1
phone,1
summer,1
world,1
clean,1
mouse,1
large,1
spoon,1
large,1
sad,1
book,1
could,1
place,1
write,1
brave,1
spoon,1
cloud,1
grape,1
happy,1
mountain,1
three,1
these,1
after,1
summer,1
berry,1
sad,1
great,1
smart,1
book,1
cloud,1
cloud,1
below,1
study,1
paper,1
great,1
stone,1
would,1
pen,1
first,1
these,1
funny,1
angry,1
summer,1
world,1
book,1
after,1
chair,1
melon,1
other,1
right,1
first,1
angry,1
desert,1
chair,1
funny,1
which,1
these,1
think,1
where,1
young,1
book,1
after,1
book,1
which,1
spoon,1
quick,1
winter,1
orange,1
paper,1
place,1
water,1
summer,1
right,1
glass,1
cloud,1
clean,1
happy,1
where,1
apple,1
could,1
pen,1
write,1
after,1
desert,1
stone,1
mountain,1
winter,1
which,1
chair,1
below,1
mountain,1
could,1
melon,1
after,1
tired,1
desert,1
phone,1
place,1
think,1
desert,1
small,1
mountain,1
great,1
banana,1
valley,1
plant,1
phone,1
smart,1
house,1
cloud,1
there,1
write,1
study,1
berry,1
brave,1
phone,1
there,1
sound,1
after,1
pen,1
about,1
grape,1
orange,1
study,1
sound,1
mouse,1
could,1
never,1
sound,1
which,1
below,1
plant,1
learn,1
chair,1
after,1
cloud,1
mountain,1
melon,1
place,1
smart,1
desert,1
sad,1
angry,1
smart,1
winter,1
small,1
every,1
never,1
every,1
learn,1
first,1
forest,1
great,1
mountain,1
light,1
about,1
happy,1
after,1
below,1
sad,1
would,1
where,1
again,1
after,1
summer,1
large,1
valley,1
plant,1
learn,1
learn,1
other,1
house,1
every,1
again,1
melon,1
pen,1
funny,1
would,1
great,1
mouse,1
right,1
below,1
these,1
thing,1
spoon,1
first,1
banana,1
their,1
never,1
thing,1
grape,1
table,1
water,1
there,1
angry,1
where,1
could,1
book,1
river,1
clean,1
forest,1
water,1
valley,1
brave,1
clean,1
never,1
cloud,1
below,1
desert,1
every,1
banana,1
ocean,1
melon,1
apple,1
berry,1
ocean,1
cloud,1
right,1
valley,1
table,1
these,1
never,1
right,1
light,1
right,1
stone,1
smart,1
young,1
would,1
sound,1
plant,1
great,1
glass,1
which,1
never,1
after,1
apple,1
sound,1
grape,1
after,1
learn,1
forest,1
plant,1
desert,1
light,1
plant,1
tired,1
apple,1
apple,1
tired,1
point,1
which,1
ocean,1
mountain,1
think,1
three,1
chair,1
angry,1
grape,1
about,1
which,1
study,1
would,1
summer,1
where,1
think,1
valley,1
study,1
every,1
think,1
these,1
study,1
large,1
about,1
could,1
never,1
great,1
house,1
light,1
small,1
other,1
after,1
paper,1
orange,1
small,1
table,1
smart,1
cloud,1
these,1
water,1
below,1
plant,1
study,1
write,1
banana,1
winter,1
three,1
point,1
small,1
house,1
right,1
pen,1
chair,1
mountain,1
clean,1
summer,1
apple,1
where,1
angry,1
every,1
clean,1
banana,1
about,1
could,1
pen,1
could,1
other,1
spoon,1
berry,1
think,1
cloud,1
apple,1
point,1
sound,1
phone,1
small,1
world,1
point,1
ocean,1
water,1
their,1
desert,1
where,1
mouse,1
which,1
spoon,1
spring,1
young,1
think,1
could,1
first,1
paper,1
plant,1
angry,1
grape,1
orange,1
three,1
quick,1
study,1
book,1
these,1
happy,1
ocean,1
their,1
large,1
world,1
there,1
stone,1
summer,1
sad,1
there,1
tired,1
smart,1
first,1
about,1
glass,1
world,1
never,1
would,1
mountain,1
brave,1
three,1
paper,1
summer,1
sad,1
great,1
write,1
clean,1
below,1
which,1
book,1
water,1
write,1
table,1
angry,1
thing,1
small,1
paper,1
never,1
three,1
study,1
again,1
orange,1
stone,1
first,1
learn,1
where,1
pen,1
apple,1
water,1
tired,1
point,1
glass,1
light,1
clean,1
happy,1
their,1
learn,1
happy,1
orange,1
cloud,1
small,1
berry,1
never,1
melon,1
first,1
their,1
apple,1
plant,1
grape,1
three,1
after,1
thing,1
sound,1
large,1
learn,1
about,1
never,1
water,1
mountain,1
after,1
which,1
paper,1
point,1
desert,1
right,1
study,1
think,1
desert,1
pen,1
after,1
would,1
spoon,1
tired,1
about,1
smart,1
below,1
mouse,1
their,1
clean,1
where,1
ocean,1
phone,1
light,1
spoon,1
these,1
house,1
valley,1
pen,1
would,1
apple,1
thing,1
about,1
which,1
which,1
three,1
apple,1
smart,1
small,1
apple,1
glass,1
chair,1
summer,1
which,1
sound,1
mouse,1
never,1
house,1
think,1
small,1
melon,1
quick,1
point,1
melon,1
small,1
thing,1
phone,1
below,1
grape,1
grape,1
angry,1
light,1
other,1
below,1
phone,1
large,1
there,1
desert,1
house,1
could,1
thing,1
right,1
angry,1
paper,1
forest,1
pen,1
where,1
there,1
right,1
place,1
study,1
glass,1
cloud,1
study,1
these,1
valley,1
book,1
plant,1
glass,1
mountain,1
forest,1
there,1
tired,1
these,1
house,1
could,1
plant,1
orange,1
which,1
every,1
happy,1
cloud,1
great,1
great,1
paper,1
apple,1
every,1
tired,1
house,1
light,1
thing,1
point,1
melon,1
these,1
river,1
every,1
which,1
their,1
mouse,1
thing,1
where,1
ocean,1
thing,1
house,1
below,1
angry,1
river,1
large,1
valley,1
young,1
light,1
happy,1
right,1
these,1
valley,1
would,1
mouse,1
winter,1
below,1
there,1
where,1
forest,1
table,1
valley,1
